name,overall,potential,value_million_euro,position,nationality,age,height,team,formation,league,wage_million_euro,preferred_foot,weak_foot_rating,skill_moves,attacking_work_rate,defensive_work_rate,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,finishing,heading_accuracy,dribbling,ball_control,balance,shot_power,strength,long_shots,aggression,positioning,vision,penalties,mentality,goalkeeper_diving,goalkeeper_handling,goalkeeper_kicking,goalkeeper_positioning,goalkeeper_reflexes,passing,speed
Damián Suárez,77,77,3.9,Full Back,Uruguay,34,173,Getafe,5-3-2,es La Liga,1.352,1,3,3,2,1,69,69,72,73,75,75,64,70,72,74,71,83,69,71,89,63,62,67,74,0,0,0,0,0,72.5,69.5
Pavel Kadeřábek,77,77,9.0,Full Back,Czech Republic,30,182,Hoffenheim,3-5-2,de Bundesliga,1.612,1,2,3,1,1,74,44,72,72,72,78,29,78,71,75,67,66,76,41,78,72,72,54,76,0,0,0,0,0,71.0,74.5
Diego Demme,77,77,9.0,Midfielder,Germany,30,172,Napoli,4-3-3,it Serie A,2.288,1,4,3,1,2,56,47,74,75,73,72,39,57,72,78,87,62,63,41,77,65,74,58,73,0,0,0,0,0,77.0,56.0
Niklas Dorsch,77,82,14.5,Midfielder,Germany,24,178,Augsburg,4-4-2,de Bundesliga,1.196,1,3,3,1,1,72,72,74,78,73,73,66,61,77,80,84,82,69,80,78,64,74,62,73,0,0,0,0,0,78.5,72.0
Alfred Gomis,77,79,9.0,Goalkeeper,Senegal,28,196,Rennes,4-2-3-1,fr Ligue 1,1.768,1,3,0,1,1,0,76,71,0,0,76,0,0,0,0,54,53,65,0,0,0,61,0,57,77,76,71,76,76,0.0,0.0
David López Silva,77,77,7.0,Midfielder,Spain,32,183,Girona,3-5-2,es La Liga,1.3,1,3,2,1,2,50,58,68,65,78,75,50,79,63,75,53,77,81,60,78,60,69,50,70,0,0,0,0,0,77.0,50.0
Matt Doherty,77,77,9.0,Full Back,Republic of Ireland,30,182,Tottenham,3-4-2-1,eng Premier League,3.588,1,4,3,2,1,68,65,73,73,74,75,64,74,73,77,67,76,72,63,76,75,70,48,71,0,0,0,0,0,74.5,68.0
Víctor Machín Pérez,77,77,8.5,Midfielder,Spain,32,185,Las Palmas,4-4-2,es La Liga,2.444,1,4,3,1,1,72,76,76,76,41,70,76,65,79,77,59,77,74,75,61,78,77,74,74,0,0,0,0,0,76.5,71.5
Nicolas Pallois,77,77,3.4,Defender,France,34,189,Nantes,4-2-3-1,fr Ligue 1,1.3,0,2,2,1,2,37,54,61,61,77,84,44,73,63,64,33,79,92,57,89,22,51,45,74,0,0,0,0,0,70.5,36.5
Alex Oxlade-Chamberlain,77,77,10.5,Midfielder,England,28,175,Liverpool,4-3-3,eng Premier League,4.68,1,4,4,2,2,80,74,76,81,67,74,70,39,82,81,87,83,70,78,77,78,77,69,77,0,0,0,0,0,76.0,79.5
Dan Burn,77,77,8.5,Defender,England,30,198,Newcastle United,4-3-3,eng Premier League,3.588,0,3,2,1,2,47,33,65,63,77,80,25,78,69,67,30,53,89,29,83,37,53,48,74,0,0,0,0,0,70.5,46.0
Ludwig Augustinsson,77,77,9.5,Full Back,Sweden,28,181,Aston Villa,4-3-3,eng Premier League,1.352,0,2,3,2,1,64,62,77,74,74,70,55,57,73,76,72,74,63,65,67,65,73,62,74,0,0,0,0,0,77.0,64.5
Ivan Toney,77,79,13.0,Forward,England,26,187,Brentford,4-3-3,eng Premier League,2.652,1,3,3,2,2,78,77,64,73,49,82,80,78,70,76,70,77,83,67,82,79,69,89,78,0,0,0,0,0,63.0,78.0
Alexander Djiku,77,79,11.0,Defender,Ghana,27,182,Strasbourg,3-5-2,fr Ligue 1,1.3,1,3,2,0,2,69,42,66,69,76,81,34,73,67,71,63,58,82,42,79,55,61,43,74,0,0,0,0,0,69.5,67.5
Issa Diop,77,82,14.0,Defender,France,25,194,Fulham,4-2-3-1,eng Premier League,2.496,1,3,2,1,1,62,36,52,56,78,78,30,76,50,62,47,50,85,31,79,42,43,44,70,0,0,0,0,0,65.0,61.5
Daniel James,77,82,16.0,Midfielder,Wales,24,171,Fulham,4-2-3-1,eng Premier League,1.82,1,4,3,2,2,95,70,69,76,47,68,71,50,74,76,82,74,54,69,79,74,68,64,67,0,0,0,0,0,65.5,95.5
Konstantinos Tsimikas,77,80,12.5,Full Back,Greece,26,179,Liverpool,4-3-3,eng Premier League,4.16,0,3,3,2,2,80,57,72,75,72,75,49,55,75,75,73,69,71,64,80,72,69,54,70,0,0,0,0,0,70.0,80.5
Isaac Palazón Camacho,77,77,11.0,Midfielder,Spain,27,169,Rayo Vallecano,4-4-2,es La Liga,1.144,0,3,3,2,1,84,73,72,80,39,63,73,35,80,79,81,73,62,74,53,71,70,70,74,0,0,0,0,0,71.5,84.5
Ritsu Doan,77,83,16.5,Midfielder,Japan,24,172,Freiburg,3-4-3,de Bundesliga,1.3,0,3,4,1,1,79,71,73,81,40,59,70,45,80,80,93,76,59,75,41,72,77,58,74,0,0,0,0,0,72.0,79.5
Matt Turner,77,80,9.5,Goalkeeper,United States,28,191,Arsenal,4-2-3-1,eng Premier League,2.912,1,2,0,1,1,0,75,67,0,0,79,0,0,0,0,42,50,64,0,0,0,55,0,59,76,75,67,79,77,0.0,0.0
Iago Amaral Borduchi,77,80,13.0,Full Back,Brazil,25,181,Augsburg,4-4-2,de Bundesliga,1.3,0,2,3,2,1,84,58,69,74,72,71,58,67,74,73,74,65,69,56,72,67,67,46,74,0,0,0,0,0,70.5,83.0
Domingos Sousa Menezes Duarte,77,80,12.0,Defender,Portugal,27,190,Getafe,5-3-2,es La Liga,1.352,1,3,2,1,1,52,35,58,53,79,78,30,79,48,64,37,50,81,31,82,40,44,45,64,0,0,0,0,0,66.5,52.5
Brais Méndez Portela,77,80,14.0,Midfielder,Spain,25,187,Real Sociedad,4-3-3,es La Liga,1.56,0,3,4,1,1,69,74,77,75,56,64,75,52,78,79,37,73,68,72,59,79,79,72,78,0,0,0,0,0,76.5,69.0
Giulio Maggiore,77,81,15.0,Midfielder,Italy,24,184,Salernitana,3-5-2,it Serie A,1.3,1,3,3,2,1,74,62,71,76,72,72,58,58,77,78,67,71,68,61,73,79,76,53,76,0,0,0,0,0,77.5,73.5
Saša Lukić,77,80,14.0,Midfielder,Serbia,25,183,Torino,3-4-2-1,it Serie A,2.08,1,3,3,1,1,60,68,77,78,69,72,65,61,81,81,73,74,69,69,69,70,76,70,77,0,0,0,0,0,80.0,60.5
Darko Lazović,77,77,8.5,Midfielder,Serbia,31,181,Hellas Verona,3-4-3,it Serie A,1.456,1,3,3,1,1,85,69,74,78,65,63,64,59,78,76,83,79,51,74,71,70,70,55,70,0,0,0,0,0,72.5,85.0
Florian Lejeune,77,77,7.0,Defender,France,31,189,Rayo Vallecano,4-4-2,es La Liga,0.676,1,3,2,1,2,52,57,62,64,77,72,50,75,62,70,52,75,80,66,80,46,46,43,77,0,0,0,0,0,73.5,51.5
Rafał Gikiewicz,77,77,1.8,Goalkeeper,Poland,34,190,Augsburg,4-4-2,de Bundesliga,1.092,1,2,0,1,1,0,72,64,0,0,76,0,0,0,0,40,48,68,0,0,0,48,0,31,79,72,64,76,81,0.0,0.0
Hugo Mallo Novegil,77,77,7.5,Full Back,Spain,31,173,Celta Vigo,3-4-3,es La Liga,1.144,1,3,3,1,1,64,39,68,67,75,73,28,67,62,70,63,67,68,39,76,46,64,23,70,0,0,0,0,0,66.5,63.5
Silvan Widmer,77,77,9.5,Full Back,Switzerland,29,183,Mainz 05,3-5-2,de Bundesliga,1.404,1,3,3,2,1,78,62,72,74,72,79,59,68,73,75,68,73,77,62,67,71,71,56,77,0,0,0,0,0,70.5,77.5
Ander Capa Rodríguez,77,77,9.0,Full Back,Spain,30,175,Athletic Bilbao,4-4-2,es La Liga,1.3,1,3,3,2,2,79,64,74,74,73,85,56,60,72,72,86,82,84,67,83,76,74,54,78,0,0,0,0,0,71.5,79.5
Ihlas Bebou,77,77,11.0,Forward,Togo,28,185,Hoffenheim,3-5-2,de Bundesliga,2.028,1,3,4,2,1,89,75,68,79,34,63,78,63,81,77,74,77,69,70,40,80,69,67,73,0,0,0,0,0,63.5,88.5
Danilo Teodoro Soares,77,77,9.0,Full Back,Brazil,30,170,Bochum,4-4-2,de Bundesliga,1.248,0,3,3,2,2,68,59,67,77,76,70,54,64,76,75,86,68,65,67,74,64,58,42,73,0,0,0,0,0,71.0,68.5
Moses Simon,77,77,11.5,Midfielder,Nigeria,26,168,Nantes,4-2-3-1,fr Ligue 1,1.404,1,4,4,2,1,90,70,69,81,33,65,68,46,83,77,92,74,68,72,38,72,69,60,75,0,0,0,0,0,66.5,89.5
Matt Targett,77,78,11.5,Full Back,England,26,183,Newcastle United,4-3-3,eng Premier League,3.588,0,2,3,2,1,69,47,72,72,74,69,40,60,73,75,63,65,66,44,63,62,63,51,67,0,0,0,0,0,70.0,69.0
Matias Vecino,77,77,10.0,Midfielder,Uruguay,30,187,Lazio,4-3-3,it Serie A,2.34,1,3,3,2,1,62,71,74,76,75,76,68,79,76,80,64,78,77,74,75,75,78,56,80,0,0,0,0,0,77.0,62.5
Yerry Mina,77,79,11.0,Defender,Colombia,27,195,Everton,4-4-2,eng Premier League,1.924,1,3,2,1,2,37,54,59,58,78,77,51,84,62,60,31,68,90,50,80,48,56,56,75,0,0,0,0,0,71.5,36.5
Demarai Gray,77,78,12.5,Midfielder,England,26,183,Everton,4-4-2,eng Premier League,2.08,1,4,4,2,1,86,76,69,81,37,58,77,31,84,82,78,82,59,75,41,74,72,61,73,0,0,0,0,0,65.0,86.5
Franck Honorat,77,78,12.5,Midfielder,France,25,180,Brest,4-4-2,fr Ligue 1,1.248,1,3,4,2,1,81,75,71,77,47,61,74,59,78,77,67,77,55,78,48,74,72,68,75,0,0,0,0,0,68.5,81.5
Nico Elvedi,77,81,13.0,Defender,Switzerland,25,189,Borussia M.Gladbach,4-2-3-1,de Bundesliga,1.3,1,3,2,0,1,70,39,64,68,78,78,30,76,67,72,55,50,81,45,72,53,59,37,65,0,0,0,0,0,66.5,70.0
Breel Embolo,77,80,14.0,Forward,Switzerland,25,187,Monaco,4-4-2,fr Ligue 1,2.548,1,4,3,1,1,84,75,70,74,51,82,73,71,77,74,70,84,85,71,78,82,72,66,71,0,0,0,0,0,73.0,84.0
Marvin Friedrich,77,79,11.5,Defender,Germany,26,193,Borussia M.Gladbach,4-2-3-1,de Bundesliga,1.352,1,3,2,1,1,63,41,57,53,79,76,39,78,43,61,52,58,82,35,74,32,59,38,68,0,0,0,0,0,67.5,62.5
Daniel Ceballos Fernández,77,80,14.0,Midfielder,Spain,25,179,Real Madrid,4-3-3,es La Liga,5.72,1,3,4,1,1,58,68,77,82,66,66,65,41,83,83,78,76,60,72,75,72,76,55,80,0,0,0,0,0,78.5,58.5
Ruben Aguilar,77,77,9.5,Full Back,France,29,172,Monaco,4-4-2,fr Ligue 1,2.34,1,2,3,2,2,73,53,71,75,73,76,49,60,75,75,76,70,65,45,83,70,69,38,72,0,0,0,0,0,73.0,73.0
Stefan Lainer,77,77,9.5,Full Back,Austria,29,175,Borussia M.Gladbach,4-2-3-1,de Bundesliga,1.404,1,3,2,2,2,74,63,67,70,73,80,59,64,68,69,78,73,72,65,86,66,60,45,73,0,0,0,0,0,71.0,74.0
Pedro Chirivella Burgos,77,80,12.5,Midfielder,Spain,25,178,Nantes,4-2-3-1,fr Ligue 1,1.248,1,3,3,1,1,59,54,73,74,70,70,46,58,71,79,64,68,65,57,74,55,73,51,74,0,0,0,0,0,81.0,59.0
Marvin Schwäbe,77,80,10.5,Goalkeeper,Germany,27,190,FC Koln,4-2-3-1,de Bundesliga,1.092,1,3,0,1,1,0,73,78,0,0,75,0,0,0,0,46,59,70,0,0,0,66,0,61,77,73,78,75,80,0.0,0.0
Dyego Wilverson Ferreira Sousa,77,77,8.5,Forward,Portugal,32,190,Almería,4-4-2,es La Liga,1.508,1,3,3,2,1,57,79,62,74,30,84,80,83,78,77,52,81,87,75,82,77,61,75,68,0,0,0,0,0,61.5,57.0
Joachim Andersen,77,80,12.0,Defender,Denmark,26,192,Crystal Palace,4-3-3,eng Premier League,2.496,1,3,2,1,1,52,50,68,64,77,80,40,76,63,70,52,73,86,53,80,42,63,44,75,0,0,0,0,0,82.0,52.5
José Manuel Reina Páez,77,77,1.2,Goalkeeper,Spain,39,188,Villarreal,4-4-2,es La Liga,0.728,1,3,0,1,1,0,77,79,0,0,79,0,0,0,0,60,59,70,0,0,0,65,0,64,75,77,79,79,76,0.0,0.0
Germán Pezzella,77,77,7.0,Defender,Argentina,31,186,Real Betis,4-2-3-1,es La Liga,1.144,1,3,2,1,1,50,49,49,56,79,71,48,80,54,65,43,54,77,50,79,47,22,35,72,0,0,0,0,0,63.0,50.0
Álvaro Negredo Sánchez,77,77,3.6,Forward,Spain,36,186,Cadiz,4-4-2,es La Liga,1.3,0,2,3,1,0,53,80,64,70,36,76,80,83,70,72,64,84,85,79,77,79,67,77,70,0,0,0,0,0,68.5,53.5
Roberto Soriano,77,77,8.5,Midfielder,Italy,31,182,Bologna,4-2-3-1,it Serie A,1.716,1,4,4,1,1,68,73,78,79,67,71,72,67,80,80,77,77,67,75,71,73,82,62,75,0,0,0,0,0,78.0,68.0
Aitor Fernández,77,77,5.5,Goalkeeper,Spain,31,182,Osasuna,4-4-2,es La Liga,1.092,1,2,0,1,1,0,74,66,0,0,76,0,0,0,0,48,50,48,0,0,0,48,0,55,78,74,66,76,80,0.0,0.0
Christopher Trimmel,77,77,3.2,Full Back,Austria,35,189,Union Berlin,3-5-2,de Bundesliga,1.092,1,3,3,2,1,72,65,73,68,74,80,61,72,69,69,53,75,82,65,78,66,67,60,70,0,0,0,0,0,71.0,71.5
Stephan El Shaarawy,77,77,10.5,Winger,Italy,29,178,Roma,3-4-2-1,it Serie A,3.276,1,3,4,1,1,86,74,74,78,46,61,73,65,77,77,80,73,63,76,51,75,78,69,75,0,0,0,0,0,70.5,86.0
Pascal Groß,77,77,8.5,Midfielder,Germany,31,181,Brighton,3-4-3,eng Premier League,3.12,1,4,4,1,1,50,74,81,75,58,72,72,53,75,78,67,76,68,80,67,75,80,72,81,0,0,0,0,0,80.0,50.0
Asier Illarramendi,77,77,8.5,Midfielder,Spain,32,179,Real Sociedad,4-3-3,es La Liga,1.612,1,3,3,1,2,42,69,76,76,75,67,68,51,76,78,70,69,65,76,73,75,81,53,78,0,0,0,0,0,77.5,43.0
Oscar De Marcos Arana,77,77,5.5,Full Back,Spain,33,182,Athletic Bilbao,4-4-2,es La Liga,1.3,1,3,4,2,1,78,64,73,72,72,76,64,59,68,77,77,73,73,56,77,73,70,55,75,0,0,0,0,0,72.5,78.0
Jonjo Shelvey,77,77,10.0,Midfielder,England,30,184,Newcastle United,4-3-3,eng Premier League,3.952,1,3,3,1,1,40,71,80,72,62,74,62,67,73,77,63,85,71,79,83,65,82,71,80,0,0,0,0,0,84.0,40.5
Rubén Rochina Naixes,77,77,8.5,Midfielder,Spain,31,182,Granada,4-3-3,es La Liga,0.676,0,2,4,1,1,68,77,78,80,54,66,74,54,82,82,77,83,69,83,65,73,82,67,82,0,0,0,0,0,79.5,68.5
Cheikhou Kouyaté,77,77,7.0,Midfielder,Senegal,32,189,Nott'ham Forest,4-2-3-1,eng Premier League,2.756,1,3,3,2,2,60,64,63,69,77,84,63,75,68,73,54,74,85,63,85,69,68,52,72,0,0,0,0,0,68.0,59.0
Cristhian Stuani,77,77,4.5,Forward,Uruguay,35,186,Girona,3-5-2,es La Liga,1.144,1,3,4,2,0,67,79,69,70,48,84,80,82,70,72,60,82,88,75,77,77,69,90,76,0,0,0,0,0,68.5,67.0
Moussa Sissoko,77,77,7.0,Midfielder,France,32,187,Nantes,4-2-3-1,fr Ligue 1,1.3,1,3,3,1,2,70,61,72,75,74,86,52,65,78,76,58,83,90,59,85,71,65,60,74,0,0,0,0,0,74.5,69.0
Sidnei Rechel da Silva Júnior,77,77,7.0,Defender,Brazil,32,185,Las Palmas,4-4-2,es La Liga,0.572,1,2,2,2,1,68,56,63,63,76,82,53,76,62,73,33,74,93,53,77,53,50,58,71,0,0,0,0,0,72.5,68.0
Willian Borges da Silva,77,77,6.5,Midfielder,Brazil,33,175,Fulham,4-2-3-1,eng Premier League,2.86,1,4,4,1,0,75,76,77,80,49,53,73,31,80,79,80,82,56,78,45,76,78,79,77,0,0,0,0,0,74.5,75.0
Kévin Gameiro,77,77,4.5,Forward,France,35,172,Strasbourg,3-5-2,fr Ligue 1,1.144,1,4,3,1,1,78,77,73,75,41,66,79,68,73,77,71,77,64,73,66,78,74,81,76,0,0,0,0,0,72.5,78.0
Andrés Guardado,77,77,3.0,Midfielder,Mexico,35,169,Real Betis,4-2-3-1,es La Liga,0.832,0,2,3,1,1,61,68,79,79,71,68,64,55,78,80,87,73,59,73,73,69,79,70,76,0,0,0,0,0,81.0,61.5
Salvatore Sirigu,77,77,1.2,Goalkeeper,Italy,35,192,Napoli,4-3-3,it Serie A,1.196,1,2,0,1,1,0,73,73,0,0,79,0,0,0,0,55,55,66,0,0,0,55,0,62,75,73,73,79,75,0.0,0.0
Jorge Molina Vidal,77,77,0.0,Forward,Spain,40,188,Granada,4-3-3,es La Liga,0.52,1,4,3,1,1,33,82,67,67,41,70,83,80,70,77,30,86,89,76,77,85,72,79,79,0,0,0,0,0,67.5,32.5
Umar Sadiq,77,82,15.5,Forward,Nigeria,25,192,Real Sociedad,4-3-3,es La Liga,1.716,1,3,3,2,1,84,76,60,72,30,76,80,74,76,75,43,81,90,69,42,71,61,72,67,0,0,0,0,0,60.0,83.5
Taiwo Awoniyi,77,80,14.5,Forward,Nigeria,24,183,Nott'ham Forest,4-2-3-1,eng Premier League,2.912,1,2,3,2,1,83,76,59,70,32,80,78,76,71,70,70,82,84,69,77,77,53,70,63,0,0,0,0,0,62.5,82.5
Khéphren Thuram,77,84,21.5,Midfielder,France,21,192,Nice,4-4-2,fr Ligue 1,1.56,1,3,3,2,2,74,69,74,77,75,77,72,76,78,79,69,71,80,66,70,76,75,59,77,0,0,0,0,0,77.0,73.5
Arthur Mendonça Cabral,77,83,17.0,Forward,Brazil,24,186,Fiorentina,4-3-3,it Serie A,2.444,1,4,3,2,1,73,77,63,73,31,78,79,78,73,76,68,78,87,70,61,77,68,75,71,0,0,0,0,0,65.0,73.0
Adam Hložek,77,87,23.0,Midfielder,Czech Republic,19,188,Bayer Leverkusen,4-2-3-1,de Bundesliga,1.404,1,4,3,2,1,78,75,72,77,31,79,75,73,78,79,78,78,84,76,70,77,78,66,80,0,0,0,0,0,71.5,78.5
Alberto Moreno Pérez,77,77,9.5,Full Back,Spain,29,171,Villarreal,4-4-2,es La Liga,1.56,0,2,3,2,1,81,69,72,77,70,69,65,61,76,78,83,80,59,74,81,75,66,54,68,0,0,0,0,0,72.5,81.0
Mohamed Camara,77,85,22.5,Midfielder,Mali,22,169,Monaco,4-4-2,fr Ligue 1,1.924,1,3,3,1,2,82,58,68,77,72,77,51,53,74,77,91,68,69,63,80,63,70,57,77,0,0,0,0,0,74.5,82.0
Bryan Gil Salvatierra,77,86,23.5,Midfielder,Spain,21,175,Tottenham,3-4-2-1,eng Premier League,2.912,0,3,3,2,1,77,69,74,82,31,35,76,34,83,79,79,64,30,60,32,79,69,52,81,0,0,0,0,0,73.5,77.0
Lucas Silva Melo,77,82,14.5,Defender,Brazil,22,185,Eintracht Frankfurt,3-4-2-1,de Bundesliga,1.196,1,2,2,1,1,70,49,65,70,77,76,48,75,68,72,69,59,76,40,78,45,50,62,76,0,0,0,0,0,77.0,70.0
Unai Vencedor Paris,77,84,21.5,Midfielder,Spain,21,176,Athletic Bilbao,4-4-2,es La Liga,1.04,1,4,3,1,1,62,70,75,76,74,74,68,54,75,77,82,74,74,80,68,70,76,49,76,0,0,0,0,0,77.5,63.0
Max Kilman,77,83,14.5,Defender,England,25,194,Wolverhampton Wanderers,3-4-3,eng Premier League,3.224,0,4,2,1,2,61,42,63,63,78,78,36,68,62,66,51,51,85,43,73,47,61,48,70,0,0,0,0,0,70.5,60.5
Sergiño Dest,77,85,22.5,Full Back,United States,21,175,AC Milan,4-2-3-1,it Serie A,3.692,1,4,4,2,0,86,59,74,81,69,66,58,59,83,77,80,65,59,62,68,75,72,39,74,0,0,0,0,0,75.5,86.0
Fábio Daniel Ferreira Vieira,77,87,23.5,Midfielder,Portugal,22,176,Arsenal,4-2-3-1,eng Premier League,3.224,0,3,3,2,1,75,71,77,77,40,52,69,46,78,80,69,73,48,74,51,73,82,69,75,0,0,0,0,0,77.5,75.0
Manuel Ugarte,77,85,23.5,Midfielder,Uruguay,21,182,Paris Saint-Germain,4-3-3,fr Ligue 1,0.572,1,3,3,2,2,72,63,71,77,73,76,65,39,79,79,60,62,75,65,76,73,75,50,84,0,0,0,0,0,77.5,71.5
Giovanni Reyna,77,86,23.0,Midfielder,United States,19,185,Borussia Dortmund,4-2-3-1,de Bundesliga,1.248,1,2,4,1,1,78,71,74,82,36,71,68,45,85,79,76,78,75,76,57,72,78,50,76,0,0,0,0,0,71.5,78.0
Yussuf Poulsen,77,77,11.0,Forward,Denmark,28,192,RB Leipzig,3-4-3,de Bundesliga,2.756,1,3,3,1,2,78,71,67,74,56,82,76,86,77,75,54,73,79,58,83,81,71,58,72,0,0,0,0,0,63.0,78.5
Benoît Badiashile,77,85,22.0,Defender,France,21,194,Monaco,4-4-2,fr Ligue 1,1.612,0,3,2,1,2,61,47,67,60,78,76,38,78,58,67,35,70,84,47,69,47,68,46,75,0,0,0,0,0,77.5,60.0
Musa Barrow,77,83,17.0,Forward,Gambia,23,183,Bologna,4-2-3-1,it Serie A,1.612,1,4,3,2,1,84,75,69,78,31,63,77,63,81,79,57,76,68,76,40,77,72,58,70,0,0,0,0,0,67.0,83.5
Andoni Gorosabel Espinosa,77,79,12.0,Full Back,Spain,25,174,Real Sociedad,4-3-3,es La Liga,1.404,1,2,2,1,1,75,46,71,72,75,67,38,71,71,74,75,52,66,58,65,67,67,38,68,0,0,0,0,0,73.5,74.5
Oliver Skipp,77,84,20.0,Midfielder,England,21,175,Tottenham,3-4-2-1,eng Premier League,2.548,1,3,2,1,2,65,47,68,71,75,71,41,51,69,74,74,63,66,45,80,54,71,54,74,0,0,0,0,0,77.0,65.0
Mathías Olivera,77,83,15.5,Full Back,Uruguay,24,184,Napoli,4-3-3,it Serie A,1.924,0,3,3,2,1,74,50,66,71,74,76,49,71,72,76,41,56,74,48,79,63,60,42,70,0,0,0,0,0,65.0,73.5
Davide Frattesi,77,86,23.5,Midfielder,Italy,22,178,Sassuolo,4-2-3-1,it Serie A,1.508,1,4,3,1,1,79,69,76,80,65,69,69,61,80,85,74,75,63,65,72,71,80,64,74,0,0,0,0,0,79.5,79.0
Matteo Pessina,77,80,14.0,Midfielder,Italy,25,183,Monza,3-4-2-1,it Serie A,2.236,0,2,3,1,1,72,71,75,77,71,71,72,63,77,81,65,74,68,68,70,76,78,56,76,0,0,0,0,0,78.0,72.0
Dan-Axel Zagadou,77,82,14.5,Defender,France,23,196,VfB Stuttgart,3-4-2-1,de Bundesliga,1.092,0,3,2,1,2,58,34,61,51,78,80,26,80,51,52,34,66,92,25,75,31,59,30,72,0,0,0,0,0,74.5,57.5
Merih Demiral,77,82,14.5,Defender,Turkey,24,190,Atalanta,3-4-2-1,it Serie A,1.82,1,2,2,1,2,73,39,47,60,79,80,32,73,57,59,63,60,84,38,85,26,38,41,74,0,0,0,0,0,59.0,72.5
Valentin Castellanos,77,82,16.0,Forward,Argentina,23,178,Girona,3-5-2,es La Liga,0.52,1,3,3,1,2,78,77,68,73,41,76,81,71,71,75,67,78,68,66,78,82,74,71,73,0,0,0,0,0,68.0,78.0
Maxence Lacroix,77,86,22.0,Defender,France,22,190,Wolfsburg,4-2-3-1,de Bundesliga,1.768,1,2,2,1,2,87,33,55,67,78,77,29,74,66,68,55,46,82,27,74,32,50,38,80,0,0,0,0,0,69.0,87.0
Deniz Undav,77,80,14.0,Forward,Germany,25,178,Brighton,3-4-3,eng Premier League,3.276,1,5,3,1,0,68,80,71,75,32,76,82,66,74,78,82,78,81,77,73,83,78,74,80,0,0,0,0,0,67.0,68.0
Ademola Lookman,77,81,15.0,Midfielder,England,24,174,Atalanta,3-4-2-1,it Serie A,2.028,1,4,4,1,1,85,73,68,82,29,60,74,48,83,80,85,77,55,70,62,75,72,62,76,0,0,0,0,0,62.5,85.0
Jordan Ferri,77,77,9.0,Midfielder,France,30,173,Montpellier,4-3-3,fr Ligue 1,1.196,1,2,3,1,2,57,65,76,74,70,74,60,53,72,76,83,77,69,69,86,70,79,54,75,0,0,0,0,0,80.0,57.0
Hugo Duro Perales,77,84,21.5,Forward,Spain,22,180,Valencia,4-4-2,es La Liga,1.664,0,4,3,2,1,75,76,67,76,44,67,80,78,78,79,69,76,72,72,47,76,68,64,68,0,0,0,0,0,67.5,74.5
Rob Holding,77,79,11.5,Defender,England,26,189,Arsenal,4-2-3-1,eng Premier League,3.38,1,3,2,0,2,54,34,61,66,78,73,30,72,64,69,61,48,78,27,75,40,57,38,74,0,0,0,0,0,70.5,54.5
Benjamin Henrichs,77,80,13.0,Full Back,Germany,25,185,RB Leipzig,3-4-3,de Bundesliga,2.132,1,4,3,2,1,71,53,72,76,74,70,50,63,77,77,69,62,68,46,68,62,69,59,75,0,0,0,0,0,71.0,71.5
Kasper Dolberg,77,81,15.5,Forward,Denmark,24,187,Sevilla,4-3-3,es La Liga,2.028,1,4,3,2,1,71,80,67,76,30,68,79,74,77,78,63,84,79,79,32,77,74,78,76,0,0,0,0,0,67.5,70.5
Robert Lynch Sánchez,77,83,13.5,Goalkeeper,Spain,24,197,Brighton,3-4-3,eng Premier League,1.924,1,4,0,1,1,0,75,71,0,0,77,0,0,0,0,35,53,66,0,0,0,58,0,62,78,75,71,77,80,0.0,0.0
Rade Krunić,77,77,10.5,Midfielder,Bosnia and Herzegovina,28,184,AC Milan,4-2-3-1,it Serie A,3.016,1,3,3,2,2,67,73,76,77,72,72,71,66,78,79,70,76,72,77,69,76,77,66,75,0,0,0,0,0,78.0,67.0
Axel Disasi,77,82,14.5,Defender,France,24,190,Monaco,4-4-2,fr Ligue 1,1.924,1,2,2,1,1,50,28,51,55,77,82,20,77,54,62,34,54,92,17,78,23,51,36,71,0,0,0,0,0,65.0,50.0
Angelo Fulgini,77,80,14.0,Midfielder,France,25,183,Mainz 05,3-5-2,de Bundesliga,1.404,1,4,4,2,1,73,70,76,79,69,73,74,67,81,81,64,70,71,68,69,78,79,56,74,0,0,0,0,0,76.5,72.5
Gelson Dany Batalha Martins,77,77,11.0,Midfielder,Portugal,27,173,Monaco,4-4-2,fr Ligue 1,2.444,1,3,4,2,2,90,70,69,81,51,59,67,51,83,78,84,77,44,68,60,70,72,66,74,0,0,0,0,0,64.5,90.0
Jérémie Boga,77,80,14.0,Winger,Côte d'Ivoire,25,172,Atalanta,3-4-2-1,it Serie A,2.444,1,3,4,2,1,85,73,72,81,37,63,72,59,84,79,82,80,63,75,56,72,68,55,73,0,0,0,0,0,71.0,85.0
Adrien Thomasson,77,77,10.5,Midfielder,France,28,177,Strasbourg,3-5-2,fr Ligue 1,1.456,1,4,3,2,2,69,72,77,77,65,70,70,61,78,78,81,75,67,75,69,79,78,68,77,0,0,0,0,0,77.5,69.0
Fabian Schär,77,77,8.5,Defender,Switzerland,30,188,Newcastle United,4-3-3,eng Premier League,3.588,1,3,2,2,1,51,67,70,67,78,74,60,80,66,72,61,77,78,73,74,62,67,75,77,0,0,0,0,0,74.0,51.0
