,player,nation,position,team,formation,team_shots_per_game,team_possession,team_pass,team_aerials_won,league,age,matches,starts,minutes,goals,assists,goals_assists,penalty_goals,yellow_cards,red_cards,expected_goals,expected_assists,progressive_carries,progressive_passes,progressive_runs,goals_90min,assists_90min,goals_assists_90min
714,Florian Dietz,de GER,Forward,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,24,5,0,70,0,0,0,0,0,0,0.3,0.1,0.0,0.0,8.0,0.0,0.0,0.0
715,Lucas Digne,fr FRA,Defender,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,30,33,27,2410,1,3,4,0,7,0,1.1,4.1,42.0,77.0,200.0,0.04,0.11,0.15
716,Federico Dimarco,it ITA,Defender,Inter,3-5-2,14.5,52.0,87.0,11.8,it Serie A,25,30,29,2077,5,6,11,0,0,0,2.9,8.5,51.0,100.0,198.0,0.22,0.26,0.48
717,Stole Dimitrievski,mk MKD,Goalkeeper,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,29,37,37,3330,0,0,0,0,2,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
718,Junior Dina Ebimbe,fr FRA,Midfielder,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,22,31,25,1956,5,3,8,0,5,0,5.0,2.9,57.0,79.0,157.0,0.23,0.14,0.37
719,Eren Dinkçi,de GER,Forward,Heidenheim,4-4-2,6.0,42.5,76.3,17.0,de Bundesliga,21,33,33,2650,10,5,15,0,8,0,4.3,3.7,85.0,89.0,143.0,0.34,0.17,0.51
720,Sinaly Diomande,ci CIV,Defender,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,22,10,10,889,0,0,0,0,2,0,1.0,0.7,5.0,43.0,0.0,0.0,0.0,0.0
721,Edan Diop,fr FRA,Midfielder,Monaco,4-4-2,12.8,54.2,82.7,16.5,fr Ligue 1,18,10,0,163,0,0,0,0,3,0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0
722,Issa Diop,fr FRA,Defender,Fulham,4-2-3-1,11.6,50.0,81.2,17.2,eng Premier League,26,18,16,1424,0,0,0,0,4,1,0.3,0.0,11.0,66.0,1.0,0.0,0.0,0.0
723,Sofiane Diop,fr FRA,Forward,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,23,10,6,499,0,0,0,0,0,0,1.2,0.8,20.0,17.0,43.0,0.0,0.0,0.0
724,Andy Diouf,fr FRA,Midfielder,Lens,3-4-2-1,11.7,51.1,81.8,17.4,fr Ligue 1,20,25,16,1314,1,0,1,0,2,0,1.5,1.1,63.0,80.0,55.0,0.07,0.0,0.07
725,Yehvann Diouf,fr FRA,Goalkeeper,Reims,4-2-3-1,9.6,46.3,80.7,13.4,fr Ligue 1,23,34,34,3060,0,0,0,0,1,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
726,Axel Disasi,fr FRA,Defender,Chelsea,3-4-3,14.6,58.6,87.0,15.2,eng Premier League,25,31,29,2579,2,0,2,0,6,0,2.4,0.3,30.0,112.0,21.0,0.07,0.0,0.07
727,Tiago Djaló,pt POR,Defender,Juventus,3-5-2,15.7,55.4,88.3,11.4,it Serie A,23,1,0,17,0,0,0,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
728,Chaim El Djebali,tn TUN,Midfielder,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,19,1,0,12,0,0,0,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
729,Djené,tg TOG,Defender,Getafe,5-3-2,9.5,44.4,66.5,22.8,es La Liga,31,33,30,2484,0,0,0,0,14,1,0.1,0.3,13.0,98.0,19.0,0.0,0.0,0.0
730,Koffi Djidji,ci CIV,Defender,Torino,3-4-2-1,12.2,48.0,80.5,16.1,it Serie A,30,13,8,759,0,0,0,0,2,0,0.1,0.0,4.0,19.0,3.0,0.0,0.0,0.0
731,Berat Djimsiti,al ALB,Defender,Atalanta,3-4-2-1,16.3,53.5,83.5,16.8,it Serie A,30,37,32,2832,0,1,1,0,5,0,0.8,0.7,6.0,79.0,10.0,0.0,0.03,0.03
732,Marko Dmitrović,rs SRB,Goalkeeper,Sevilla,4-3-3,12.1,58.7,86.2,16.6,es La Liga,31,13,13,1170,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
733,Ben Doak,sct SCO,Forward,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,17,1,0,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Ritsu Doan,jp JPN,Defender,Freiburg,3-4-3,11.4,47.5,78.1,17.5,de Bundesliga,25,30,26,2246,7,2,9,0,2,0,5.0,3.1,49.0,78.0,139.0,0.28,0.08,0.36
735,Lewis Dobbin,eng ENG,Midfielder,Everton,4-4-2,10.5,47.3,81.4,17.7,eng Premier League,20,12,1,232,1,0,1,0,1,0,0.3,0.5,6.0,3.0,20.0,0.39,0.0,0.39
736,Dodô,br BRA,Defender,Fiorentina,4-3-3,9.8,46.8,81.0,14.2,it Serie A,24,9,7,523,0,0,0,0,0,0,0.1,0.8,20.0,39.0,21.0,0.0,0.0,0.0
737,Danilho Doekhi,nl NED,Defender,Union Berlin,3-5-2,11.7,45.9,76.2,17.6,de Bundesliga,25,24,24,2160,2,0,2,0,2,0,1.2,0.2,7.0,65.0,6.0,0.08,0.0,0.08
738,Matt Doherty,ie IRL,Defender,Wolverhampton Wanderers,3-4-3,12.2,49.7,83.2,15.3,eng Premier League,31,30,9,1150,1,0,1,0,2,0,0.8,1.3,12.0,31.0,64.0,0.08,0.0,0.08
740,Josh Doig,sct SCO,Defender,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,21,16,15,1343,0,2,2,0,5,0,0.2,1.1,30.0,33.0,45.0,0.0,0.13,0.13
742,Jeremy Doku,be BEL,Forward,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,21,2,1,111,1,0,1,0,0,0,0.6,0.2,11.0,5.0,19.0,0.81,0.0,0.81
743,Jaume Doménech,es ESP,Goalkeeper,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,32,2,1,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Carlos Dominguez,es ESP,Defender,Celta Vigo,3-4-3,9.4,52.0,79.9,16.5,es La Liga,22,22,18,1584,0,0,0,0,2,0,0.3,0.1,11.0,63.0,3.0,0.0,0.0,0.0
745,Mario Dominguez,es ESP,Forward,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,19,3,0,25,0,0,0,0,0,0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0
747,Nicolás Domínguez,ar ARG,Midfielder,Bologna,4-2-3-1,13.1,50.7,81.5,15.1,it Serie A,25,2,1,102,0,0,0,0,0,0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0
748,Giulio Donati,it ITA,Defender,Monza,3-4-2-1,10.1,47.4,82.4,18.1,it Serie A,33,4,0,36,0,0,0,0,2,0,0.0,0.2,0.0,3.0,5.0,0.0,0.0,0.0
749,Jamie Donley,eng ENG,Forward,Tottenham,3-4-2-1,11.7,51.3,81.8,16.4,eng Premier League,18,3,0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Gianluigi Donnarumma,it ITA,Goalkeeper,Paris Saint-Germain,4-3-3,15.0,60.1,89.5,9.5,fr Ligue 1,24,25,25,2169,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Patrick Dorgu,dk DEN,Defender,Lecce,4-3-3,9.7,43.7,79.9,16.8,it Serie A,18,32,17,1564,2,0,2,0,6,0,2.0,1.6,37.0,49.0,86.0,0.12,0.0,0.12
752,Niklas Dorsch,de GER,Midfielder,Augsburg,4-4-2,9.9,44.0,73.6,16.8,de Bundesliga,25,21,16,1386,0,0,0,0,5,0,0.7,0.1,12.0,47.0,12.0,0.0,0.0,0.0
753,Alberto Dossena,it ITA,Defender,Cagliari,3-5-2,11.4,45.8,79.8,17.2,it Serie A,24,35,33,2977,2,4,6,0,5,0,2.2,2.1,9.0,89.0,2.0,0.06,0.12,0.18
754,Carlos Dotor,es ESP,Midfielder,Celta Vigo,3-4-3,9.4,52.0,79.9,16.5,es La Liga,22,17,7,708,0,0,0,0,2,0,0.2,0.1,3.0,30.0,12.0,0.0,0.0,0.0
755,Abdoulaye Doucouré,ml MLI,Forward,Everton,4-4-2,10.5,47.3,81.4,17.7,eng Premier League,30,32,32,2629,7,1,8,0,7,0,8.8,2.9,55.0,97.0,140.0,0.24,0.03,0.27
756,Cheick Doucouré,ml MLI,Midfielder,Crystal Palace,4-3-3,9.2,42.9,76.1,18.3,eng Premier League,23,11,11,919,0,0,0,0,2,0,0.3,0.7,9.0,49.0,5.0,0.0,0.0,0.0
757,Siriné Doucouré,ml MLI,Forward,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,21,11,5,423,1,3,4,0,2,0,0.9,1.3,14.0,5.0,35.0,0.21,0.64,0.85
758,Désiré Doué,fr FRA,Midfielder,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,18,31,17,1626,4,4,8,0,3,0,2.4,3.7,78.0,121.0,172.0,0.22,0.22,0.44
759,Guela Doué,ci CIV,Defender,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,20,24,13,1234,0,2,2,0,1,1,0.5,1.1,41.0,53.0,85.0,0.0,0.15,0.15
760,Alfie Doughty,eng ENG,Defender,Luton Town,4-2-3-1,11.4,45.6,78.1,15.6,eng Premier League,23,37,34,2925,2,8,10,0,5,0,1.3,6.3,94.0,106.0,164.0,0.06,0.25,0.31
761,Douglas,br BRA,Midfielder,Nantes,4-2-3-1,10.8,45.2,77.0,18.1,fr Ligue 1,26,25,22,1772,0,0,0,0,7,0,1.2,1.1,12.0,105.0,18.0,0.0,0.0,0.0
762,Ismaël Doukouré,fr FRA,Midfielder,Strasbourg,3-5-2,11.3,46.5,78.3,18.3,fr Ligue 1,20,22,19,1656,0,0,0,0,4,0,0.3,0.2,15.0,80.0,7.0,0.0,0.0,0.0
763,Kamory Doumbia,ml MLI,Midfielder,Brest,4-4-2,11.8,49.4,81.3,18.6,fr Ligue 1,20,25,7,879,6,5,11,0,1,0,4.2,0.9,22.0,48.0,43.0,0.61,0.51,1.13
764,Anastasios Douvikas,gr GRE,Forward,Celta Vigo,3-4-3,9.4,52.0,79.9,16.5,es La Liga,23,32,7,905,7,1,8,0,2,0,4.6,1.3,10.0,13.0,53.0,0.7,0.1,0.8
765,Artem Dovbyk,ua UKR,Forward,Girona,3-5-2,6.8,58.9,88.7,8.6,es La Liga,26,36,32,2587,24,8,32,7,2,0,24.2,6.2,18.0,26.0,118.0,0.83,0.28,1.11
766,Nikola Dovedan,at AUT,Midfielder,Heidenheim,4-4-2,6.0,42.5,76.3,17.0,de Bundesliga,29,21,5,656,3,1,4,0,0,1,1.9,0.6,12.0,22.0,25.0,0.41,0.14,0.55
767,Damion Downs,us USA,Forward,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,19,10,0,181,2,0,2,0,0,0,1.0,0.0,1.0,0.0,5.0,0.99,0.0,0.99
768,Tommy Doyle,eng ENG,Midfielder,Wolverhampton Wanderers,3-4-3,12.2,49.7,83.2,15.3,eng Premier League,21,26,11,1222,0,0,0,0,2,0,0.4,0.4,21.0,81.0,17.0,0.0,0.0,0.0
770,Radu Drăgușin,ro ROU,Defender,Genoa,3-5-2,9.0,46.1,79.7,13.7,it Serie A,21,19,19,1710,2,1,3,0,1,0,1.0,0.8,6.0,29.0,13.0,0.11,0.05,0.16
771,Dion Drena Beljo,hr CRO,Forward,Augsburg,4-4-2,9.9,44.0,73.6,16.8,de Bundesliga,21,26,3,581,2,0,2,0,2,0,3.0,0.5,16.0,20.0,35.0,0.31,0.0,0.31
772,Tim Drexler,de GER,Defender,Hoffenheim,3-5-2,12.6,50.8,80.7,15.7,de Bundesliga,18,8,6,573,0,0,0,0,1,0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0
773,Domingos Duarte,pt POR,Defender,Getafe,5-3-2,9.5,44.4,66.5,22.8,es La Liga,28,15,11,907,0,0,0,0,5,2,0.3,0.1,7.0,47.0,0.0,0.0,0.0,0.0
774,Rubén Duarte,es ESP,Defender,Deportivo Alaves,4-4-2,9.1,44.6,72.9,22.6,es La Liga,27,28,21,1878,2,1,3,0,7,0,0.7,1.5,16.0,81.0,39.0,0.1,0.05,0.14
775,Martin Dúbravka,sk SVK,Goalkeeper,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,34,23,22,1985,0,0,0,0,1,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
776,Marvin Ducksch,de GER,Forward,Werder Bremen,3-5-2,10.6,45.2,76.2,18.3,de Bundesliga,29,33,32,2696,12,9,21,5,9,0,12.8,7.8,17.0,88.0,150.0,0.4,0.3,0.7
777,Ondrej Duda,sk SVK,Midfielder,Hellas Verona,3-4-3,10.6,49.6,76.3,20.6,it Serie A,28,32,29,2456,1,4,5,0,14,2,2.2,3.3,34.0,117.0,47.0,0.04,0.15,0.18
778,Denzel Dumfries,nl NED,Defender,Inter,3-5-2,14.5,52.0,87.0,11.8,it Serie A,27,31,19,1639,4,4,8,0,2,1,2.3,4.9,50.0,51.0,147.0,0.22,0.22,0.44
779,Paul Dummett,wls WAL,Defender,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,31,5,0,20,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
780,Alfred Duncan,gh GHA,Midfielder,Fiorentina,4-3-3,9.8,46.8,81.0,14.2,it Serie A,30,30,24,1888,2,5,7,0,2,0,1.5,2.0,23.0,133.0,47.0,0.1,0.24,0.33
781,Lewis Dunk,eng ENG,Defender,Brighton,3-4-3,12.8,50.7,81.3,14.2,eng Premier League,31,33,33,2869,3,1,4,0,7,1,3.1,0.9,33.0,152.0,13.0,0.09,0.03,0.13
782,Jhon Durán,co COL,Forward,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,19,23,3,475,5,0,5,0,5,0,2.0,0.3,9.0,9.0,25.0,0.95,0.0,0.95
783,Julien Duranville,be BEL,Forward,Borussia Dortmund,4-2-3-1,14.6,57.5,85.5,12.8,de Bundesliga,17,2,0,12,0,0,0,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
784,Hugo Duro,es ESP,Forward,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,23,37,35,2976,13,2,15,0,4,0,11.5,1.3,27.0,34.0,157.0,0.39,0.06,0.45
785,Jean-Kevin Duverne,ht HAI,Defender,Nantes,4-2-3-1,10.8,45.2,77.0,18.1,fr Ligue 1,26,19,15,1348,0,0,0,0,5,0,0.3,0.2,18.0,64.0,23.0,0.0,0.0,0.0
786,Paulo Dybala,ar ARG,Forward,Roma,3-4-2-1,14.3,51.5,84.5,12.1,it Serie A,29,28,25,1959,13,9,22,7,3,0,10.6,4.3,79.0,122.0,167.0,0.6,0.41,1.01
787,Aron Dønnum,no NOR,Forward,Toulouse,4-2-3-1,9.1,46.1,79.1,14.6,fr Ligue 1,25,27,19,1595,0,1,1,0,8,0,1.0,2.1,69.0,66.0,120.0,0.0,0.06,0.06
788,George Earthy,eng ENG,Forward,West Ham,4-2-3-1,12.3,44.5,77.8,19.9,eng Premier League,18,3,0,34,1,0,1,0,0,0,0.3,0.0,0.0,1.0,3.0,2.65,0.0,2.65
789,Simon Ebonog,cm CMR,Midfielder,Le Havre,3-5-2,7.1,41.7,81.0,12.8,fr Ligue 1,18,4,0,20,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
790,Festy Ebosele,ie IRL,Defender,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,20,31,20,1700,0,0,0,0,6,1,0.8,1.8,67.0,35.0,98.0,0.0,0.0,0.0
791,Enzo Ebosse,cm CMR,Defender,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,24,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
792,Tyronne Ebuehi,ng NGA,Defender,Empoli,3-5-2,9.1,47.1,75.7,14.1,it Serie A,27,15,11,1099,0,1,1,0,0,0,0.3,0.9,34.0,37.0,35.0,0.0,0.08,0.08
793,Ederson,br BRA,Goalkeeper,Manchester City,4-3-3,15.8,60.8,89.4,12.8,eng Premier League,29,33,33,2785,0,0,0,0,5,0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0
794,Éderson,br BRA,Midfielder,Atalanta,3-4-2-1,16.3,53.5,83.5,16.8,it Serie A,24,36,32,2869,6,1,7,0,8,0,3.5,1.4,32.0,214.0,50.0,0.19,0.03,0.22
795,Odsonne Édouard,fr FRA,Forward,Crystal Palace,4-3-3,9.2,42.9,76.1,18.3,eng Premier League,25,30,17,1555,7,0,7,0,4,0,6.2,1.2,33.0,36.0,100.0,0.41,0.0,0.41
796,John Egan,ie IRL,Defender,Sheffield United,4-2-3-1,8.5,43.0,76.9,19.1,eng Premier League,30,6,6,482,0,0,0,0,2,0,0.2,0.0,0.0,5.0,1.0,0.0,0.0,0.0
797,Maximilian Eggestein,de GER,Midfielder,Freiburg,3-4-3,11.4,47.5,78.1,17.5,de Bundesliga,26,33,33,2914,1,2,3,0,6,0,2.4,2.8,42.0,162.0,72.0,0.03,0.06,0.09
798,Lilian Egloff,de GER,Midfielder,VfB Stuttgart,3-4-2-1,13.4,51.5,81.1,16.3,de Bundesliga,20,5,1,106,0,0,0,0,1,0,0.2,0.0,2.0,2.0,2.0,0.0,0.0,0.0
799,Kingsley Ehizibue,nl NED,Defender,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,28,23,11,955,0,1,1,0,4,0,1.3,0.7,18.0,15.0,44.0,0.0,0.09,0.09
800,Hjalmar Ekdal,se SWE,Defender,Burnley,4-4-2,10.1,43.5,71.6,23.4,eng Premier League,24,8,5,437,0,0,0,0,2,0,0.1,0.1,5.0,11.0,1.0,0.0,0.0,0.0
802,Hugo Ekitike,fr FRA,Forward,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,21,14,7,716,4,2,6,0,3,0,2.4,1.7,16.0,9.0,60.0,0.5,0.25,0.75
803,Emmanuel Ekong,se SWE,Forward,Empoli,3-5-2,9.1,47.1,75.7,14.1,it Serie A,21,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
804,Caleb Ekuban,gh GHA,Forward,Genoa,3-5-2,9.0,46.1,79.7,13.7,it Serie A,29,29,10,1131,4,1,5,0,0,0,2.9,1.4,14.0,15.0,93.0,0.32,0.08,0.4
805,Anthony Elanga,se SWE,Forward,Nott'ham Forest,4-2-3-1,11.1,41.6,78.3,15.2,eng Premier League,21,36,25,2433,5,9,14,0,1,0,6.6,6.7,98.0,49.0,196.0,0.18,0.33,0.52
806,Simon Elisor,fr FRA,Forward,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,24,14,9,767,1,0,1,0,1,0,2.3,0.9,9.0,14.0,43.0,0.12,0.0,0.12
807,Harvey Elliott,eng ENG,Midfielder,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,20,34,11,1352,3,6,9,0,2,0,2.7,3.5,44.0,128.0,122.0,0.2,0.4,0.6
809,Elif Elmas,mk MKD,Midfielder,RB Leipzig,3-4-3,16.0,57.3,83.2,18.6,de Bundesliga,23,14,2,266,0,0,0,0,0,0,0.8,0.1,9.0,9.0,18.0,0.0,0.0,0.0
810,Mohamed Elneny,eg EGY,Midfielder,Arsenal,4-2-3-1,12.1,52.7,85.0,13.5,eng Premier League,31,3,0,28,0,0,0,0,0,0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
811,Aritz Elustondo,es ESP,Defender,Real Sociedad,4-3-3,11.3,53.7,80.8,17.9,es La Liga,29,15,7,812,0,1,1,0,2,0,0.3,0.6,4.0,31.0,2.0,0.0,0.11,0.11
812,Nico Elvedi,ch SUI,Defender,Borussia M.Gladbach,4-2-3-1,13.4,51.5,82.0,15.3,de Bundesliga,26,30,28,2482,2,1,3,0,5,0,1.6,0.1,37.0,109.0,6.0,0.07,0.04,0.11
813,Adri Embarba,es ESP,Forward,Almería,4-4-2,8.1,44.1,77.1,13.8,es La Liga,31,36,29,2476,3,2,5,1,5,0,4.3,4.4,94.0,58.0,167.0,0.11,0.07,0.18
814,Breel Embolo,ch SUI,Forward,Monaco,4-4-2,12.8,54.2,82.7,16.5,fr Ligue 1,26,5,2,182,1,0,1,0,0,0,0.7,0.1,8.0,7.0,20.0,0.49,0.0,0.49
815,Emanuel Emegha,nl NED,Forward,Strasbourg,3-5-2,11.3,46.5,78.3,18.3,fr Ligue 1,20,28,23,2078,8,1,9,0,3,0,10.8,0.4,24.0,11.0,115.0,0.35,0.04,0.39
816,Emerson,br BRA,Defender,Tottenham,3-4-2-1,11.7,51.3,81.8,16.4,eng Premier League,24,22,11,1161,1,0,1,0,4,0,0.2,0.4,21.0,57.0,35.0,0.08,0.0,0.08
817,Youssef En-Nesyri,ma MAR,Forward,Sevilla,4-3-3,12.1,58.7,86.2,16.6,es La Liga,26,33,28,2570,16,2,18,1,4,0,10.8,1.3,17.0,17.0,81.0,0.56,0.07,0.63
818,Julio Enciso,py PAR,Midfielder,Brighton,3-4-3,12.8,50.7,81.3,14.2,eng Premier League,19,12,5,475,0,2,2,0,2,0,1.4,1.7,28.0,21.0,29.0,0.0,0.38,0.38
819,Wataru Endo,jp JPN,Midfielder,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,30,29,20,1722,1,0,1,0,10,0,0.5,1.7,10.0,101.0,21.0,0.05,0.0,0.05
820,Arne Engels,be BEL,Midfielder,Augsburg,4-4-2,9.9,44.0,73.6,16.8,de Bundesliga,19,32,13,1405,3,2,5,0,1,1,1.8,1.2,23.0,52.0,62.0,0.19,0.13,0.32
821,Christian Eriksen,dk DEN,Midfielder,Manchester United,4-2-3-1,13.8,54.5,84.8,14.5,eng Premier League,31,22,12,1141,1,2,3,0,1,0,1.0,2.3,20.0,68.0,23.0,0.08,0.16,0.24
822,Martin Erlic,hr CRO,Defender,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,25,32,31,2618,1,0,1,0,5,0,1.0,0.0,19.0,78.0,11.0,0.03,0.0,0.03
823,Gonzalo Escalante,ar ARG,Midfielder,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,30,25,18,1697,1,2,3,0,2,1,1.9,1.7,4.0,66.0,14.0,0.05,0.11,0.16
824,Aarón Escandell,es ESP,Goalkeeper,Las Palmas,4-4-2,7.0,52.1,82.2,13.5,es La Liga,27,2,1,153,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Alfonso Espino,uy URU,Defender,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,31,31,29,2507,0,1,1,0,9,0,1.0,2.8,41.0,113.0,89.0,0.0,0.04,0.04
826,Bernardo Espinosa,co COL,Defender,Girona,3-5-2,6.8,58.9,88.7,8.6,es La Liga,34,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Maxime Estève,fr FRA,Defender,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,21,12,12,995,1,1,2,0,2,0,0.2,0.3,8.0,23.0,10.0,0.09,0.09,0.18
829,Oscar Estupiñan,co COL,Forward,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,26,6,4,260,0,0,0,0,0,0,0.5,0.0,5.0,2.0,8.0,0.0,0.0,0.0
830,Pervis Estupiñán,ec ECU,Defender,Brighton,3-4-3,12.8,50.7,81.3,14.2,eng Premier League,25,19,15,1243,2,3,5,0,4,0,1.0,3.5,47.0,83.0,88.0,0.14,0.22,0.36
831,Karl Etta,cm CMR,Forward,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,19,1,0,21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
832,Jonny Evans,nir NIR,Defender,Manchester United,4-2-3-1,13.8,54.5,84.8,14.5,eng Premier League,35,23,15,1392,0,1,1,0,2,0,0.1,1.2,7.0,37.0,1.0,0.0,0.06,0.06
833,Eberechi Eze,eng ENG,Midfielder,Crystal Palace,4-3-3,9.2,42.9,76.1,18.3,eng Premier League,25,27,24,2055,11,4,15,1,3,0,9.1,5.2,68.0,93.0,139.0,0.48,0.18,0.66
835,Abde Ezzalzouli,ma MAR,Forward,Real Betis,4-2-3-1,11.7,52.9,82.0,16.4,es La Liga,21,26,6,865,1,0,1,0,1,0,3.0,0.3,57.0,25.0,89.0,0.1,0.0,0.1
836,Giovanni Fabbian,it ITA,Midfielder,Bologna,4-2-3-1,13.1,50.7,81.5,15.1,it Serie A,20,27,11,1057,5,2,7,0,4,0,4.2,1.9,11.0,17.0,41.0,0.43,0.17,0.6
837,Łukasz Fabiański,pl POL,Goalkeeper,West Ham,4-2-3-1,12.3,44.5,77.8,19.9,eng Premier League,38,10,7,721,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838,Nicolò Fagioli,it ITA,Midfielder,Juventus,3-5-2,15.7,55.4,88.3,11.4,it Serie A,22,8,4,437,0,2,2,0,1,0,0.4,0.7,8.0,23.0,15.0,0.0,0.41,0.41
840,Romain Faivre,fr FRA,Midfielder,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,25,17,16,1453,5,1,6,0,1,0,2.8,1.7,68.0,102.0,78.0,0.31,0.06,0.37
841,Ilhan Fakili,fr FRA,Midfielder,Clermont Foot,4-2-3-1,8.9,47.1,78.3,15.6,fr Ligue 1,17,3,1,94,0,0,0,0,0,0,0.2,0.0,2.0,4.0,7.0,0.0,0.0,0.0
842,Radamel Falcao,co COL,Forward,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,37,22,2,407,1,0,1,1,4,0,2.7,0.3,7.0,7.0,23.0,0.22,0.0,0.22
843,Wladimiro Falcone,it ITA,Goalkeeper,Lecce,4-3-3,9.7,43.7,79.9,16.8,it Serie A,28,38,38,3420,0,0,0,0,0,0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
844,Fali,es ESP,Defender,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,29,30,30,2547,0,0,0,0,12,0,0.8,0.1,16.0,82.0,10.0,0.0,0.0,0.0
846,Davide Faraoni,it ITA,Defender,Fiorentina,4-3-3,9.8,46.8,81.0,14.2,it Serie A,31,8,4,392,0,1,1,0,0,0,0.1,0.4,7.0,17.0,16.0,0.0,0.23,0.23
848,Ansu Fati,es ESP,Midfielder,Barcelona,4-3-3,15.3,62.4,89.7,10.6,es La Liga,20,3,0,50,0,0,0,0,0,0,0.7,0.0,6.0,4.0,5.0,0.0,0.0,0.0
849,Khalil Fayad,fr FRA,Forward,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,19,23,11,1025,3,0,3,0,2,0,1.9,0.5,18.0,35.0,47.0,0.26,0.0,0.26
850,Federico Fazio,ar ARG,Defender,Salernitana,3-5-2,8.1,47.1,78.3,15.6,it Serie A,36,17,15,1355,1,0,1,0,3,1,0.4,0.1,2.0,27.0,2.0,0.07,0.0,0.07
